"supplier_id";"name";"address";"phone";"email";"company_name";"tin";"gstin"
"470";"PREMIER SPRINGS PRIVATE LIMITED";"D.No.2-69/4, KOTEKANI ROD, SAJIPAPADU, BANTWALA-57";"9901802256";"-";"PREMIER SPRINGS PRIVATE LIMITED";"29AAGCP4301G1ZL";"0"
"471";"FOOT LINE";"SHOP NO.12, BASEMENT FLOOR VISHWAS CROWN, NEAR COC";"08242435533";"-";"FOOT LINE";"29AACFF0334N1ZD";"0"
"472";"PANAMA MARKETING";"1-315(8), PANAMA LIFE STYLE COMPLEX, VITTAL ROAD, ";"9964280892";"-";"PANAMA MARKETING";"29CCAPK6893B1ZG";"0"
"473";"BSL INDIA PVT. LTD.";"2ND FLR, NANDA COMMERCIAL COMPLEX, PPC ROAD, UDUPI";"08204299731";"-";"BSL INDIA PVT. LTD.";"29AAFCB8053N1Z4";"0"
"474";"LAXMI PLASTIC";"1ST FLOOR, SHOP NO.101, MUBARAK TRADE CENTRE, MAID";"9409409371";"-";"LAXMI PLASTIC";"29ARXPR9600B1ZA";"0"
"475";"M/S SRINIVASA RURAL INDUSTRIES";"KANKERE ROAD BALEHONNUR 
CHIKMANGALUR
";"9482284587";"-";"M/S SRINIVASA RURAL INDUSTRIES";"29AWCPD4480F1ZN";"0"
"476";"BALIGA DISTRIBUTING COMPANY";"SRI KRISHNA PRASAD BUILDING LALBAGH, MANGALORE";"08244277151";"baligadistributing@gmail.com";"BALIGA DISTRIBUTING COMPANY";"29AGMPB0678D1ZG";"0"
"477";"DIYA DISTRIBUTOR";"OPP. GEETHA JNANA MANDIR ALAKE, MANGALORE-575003";"6360878506";"distributordiya@gmail.com";"DIYA DISTRIBUTOR";"29AAPFD7222A1ZK";"0"
"478";"ASHRIM ENTERPRISES";"BLUEBERRY PLATINUM OPP DEREBAIL CHURCH - 575008";"9513050051";"sc5389@gmail.com";"ASHRIM ENTERPRISES";"29AKEPC7688Q1Z7";"0"
"479";"SOMANATHA TRADERS";"2-285(9)(4)
AASHRAYA COLONY ROAD, KUMPALA
POST K";"9036451998";"somanathatraders1234@gmail.com";"SOMANATHA TRADERS";"29ADYFS1614F1ZO";"0"
"480";"A.K. TRADERS    (2)";"ground Floor, 1-60/31, Opp.Assai Manasa,Assaigoli,";"9164293163";;"A.K. TRADERS    (2)";"29AEAPF2389D1ZO";"1"
"481";"SAI ENTERPRISES";"THUSHARA ALAGUDDA KODIKAL, MANGALORE.";"7259792935";"saienterprises.a13@gmail.com";"SAI ENTERPRISES";"29AKRPY7194G1ZO";"0"
"482";"GREEN MARKETING";"JAYA KOJAPPADY BUILDING, BAIKAMPADY INDUSTRIAL ARE";"08242256412";"greenmarketingmangalore@gmail.com";"GREEN MARKETING";"29JLTPS3692R2ZA";"0"
"483";"LIKHITHA ENTERPRISES";"D.NO. 3-E-12-1016/12, GROUND FLOOR DAWOOD COMPLEX ";"9036453841";"likhithaenterprises.2016@gmail.com";"LIKHITHA ENTERPRISES";"29AZIPV5818Q1Z6";"0"
"484";"S.R.I Distributors";"Bikarnakatte, managalor
575005";"9901802256,0";;"S.R.I Distributors";"-.0";"0"
"485";"GV NATURAL FOOD";"KUSHAL ENCLAVE,
BSNL BHAVAN ROAD, GOPAL GOWDA EXT";"9945577599";"gvnaturalfood@gmail.com";"GV NATURAL FOOD";"-";"0"
"486";"DELMART";"SUPER STOCKIST, DISTRIBUTORS & MARKETING 15-11/3, ";"8867890313";"delmartworld@gmail.com";"DELMART";"29AJNPN2870K1ZJ";"0"
"487";"PANCHAJANYA TRADE LINKS";"MAIN ROAD, KULAI, MANGALORE-575019";"9448824085";"-";"PANCHAJANYA TRADE LINKS";"29AAMPH7300J1ZK";"0"
"488";"AFWA FOOD PRODUCTS ATHOOR";"HOUSE NO: #2/130-B, RAMAKUNJA VILLAGE KADABA TQ, M";"9535440228";;"AFWA FOOD PRODUCTS ATHOOR";"0";"1"
"489";"SRI DURGA SALES CORPORATION-CROMPTON (20";"DOOR NO.8-1-52/2,3,4,5""VISHNUDAS ARCADE"" KULUR FER";"0824-2497186";"sridurgasalescorpn@rediffmail.com";"SRI DURGA SALES CORPORATION-CROMPTON (20";"29ACSFS4554K1ZK";"0"
"490";"MANGALORE POULTRY";"BANTWAL TALUK, MANGALORE - 574219
KARNATAKA";"96898085531";"mangalorepoutry@gmail.com";"MANGALORE POULTRY";"-";"0"
"491";"MANGALORE POULTRY";"BANTWAL TALUK, MANGALORE - 574219
KARNATAKA";"96898085531";"mangalorepoutry@gmail.com";"MANGALORE POULTRY";"-";"0"
"492";"SANNIDHI ENTERPRISES(2)";"OPP. LIONS CLUB, JAPPINAMOGARU, MANGALORE.";"008147983635";"-";"SANNIDHI ENTERPRISES(2)";"29BQEPS8624M1Z0";"0"
"493";"SHRI SAI TRADERS";"MANGALORE ";"7619505856";"-";"SHRI SAI TRADERS";"-";"0"
"494";"FA & FA ENTERPRISES";"2/98, SHOP NO.1, OPP BELMA JUMA MASJID, RENJADY MA";"6363454547";"-";"FA & FA ENTERPRISES";"29CNVPB2300Q1ZK";"0"
"495";"S CUBE";"NO.3, SHRINIDHI GURJI CENTRE, GURJI CIRCLE, MANNAG";"8105002717";"-";"S CUBE";"29ADTFS0098N1ZO";"0"
"496";"PAAS ENTERPRISES";"D.NO. 2-182/3, MUHIYUDEEN JUMA MASJID BUILDING, GR";"6360517066";"paas.enterprises19@gmail.com";"PAAS ENTERPRISES";"29BJSPP4022M1ZJ";"0"
"497";"VAJRA TRADING";"F A TOWER  J M ROAD MANGALORE";"08242422331";"-";"VAJRA TRADING";"29AAOFV2860R1Z2";"0"
"498";"D.F. MAHAMOOD & CO";"J.M. ROAD BUNDER MANGALORE 575001";"0824-2425692";"-";"D.F. MAHAMOOD & CO";"29AEIPM1392P1ZR";"0"
"499";"PEE PEE APPLIANCES PRIVATE LIMITED ";"47/22, MEDAVAKKAM TANK ROAD, AYANAVARAM,CHENNAI- 6";"8939888908";"www. ppappliances. com";"PEE PEE APPLIANCES PRIVATE LIMITED ";"33AAACP4390F1ZN";"0"
"500";"INDIAN TRADERS (MANGLORE) DIST";"6th BLOCK, KRISHNAPURA, KATIPALLA, DAKSHINA, MANGL";"7259639294";"-";"INDIAN TRADERS (MANGLORE) DIST";"29AEEPN2839J1Z4";"0"
"501";"SARVODAYA AGENCIES -PETHUT";"UPPER GROUND FLOOR KADRI COMMERCIAL COMPLEX MALLIK";"08244263525";"-";"SARVODAYA AGENCIES -PETHUT";"29AHHPP7896F1ZJ";"0"
"502";"PACK HOUSE";"BUNDER, MANGALORE";"7619174746";"-";"PACK HOUSE";"-";"0"
"503";"ANUPAMA FEEDS & FARMS";"IDEAL CHICKEN BEJAI RETAIL OPP GURU PLAZA NEAR KSR";"08242221348";"-";"ANUPAMA FEEDS & FARMS";"29AASFA7894E1ZQ";"0"
"504";"MADHURA PRINTS & PRODUCTS";"SRI NILAYA, KAPIKAD 6th CROSS, BEJAI, MANGALORE - ";"9449241272";"-";"MADHURA PRINTS & PRODUCTS";"-";"0"
"505";"TREZA ENTERPRISES";"C.R COMPLEX, OPP.ARTIC FURNITURE NANTHOOR, MANGALO";"8971627270";"-";"TREZA ENTERPRISES";"29ANCPD8107A1ZJ";"0"
"506";"M C HUSSAIN";"VEGETABLE MERCHANT SHOP NO.30, CENTRAL MARKET MANG";"08242442828";"-";"M C HUSSAIN";"-";"0"
"507";"MODERN INDUSTRIAL CORPORATION 2018-19";"LONG LANE, URWA MANGALORE - 575006
KARNATAKA";"08242456978";"-";"MODERN INDUSTRIAL CORPORATION 2018-19";"29AACFM9878N1Z7";"0"
"508";"WANDERFREE TRADERS PRIVATE LIMITED";"KARNATAKA, INDIA";"9506900948";"Instagram @em.power.pads";"WANDERFREE TRADERS PRIVATE LIMITED";"29AACCW3901F1ZG";"0"
"509";"PARADIGM INCORPORATION";"DOOR NO 1-N-9-588/1(2), CHRISTANJALI KANDETTU HOUS";"8123952677";"-";"PARADIGM INCORPORATION";"29AAPFP3605F1Z3";"0"
"510";"ZOOFRIS SUPER STORES";"SAIBEEN COMPLEX, LALBAGH, MANGALORE - 575004";"6364342777";"-";"ZOOFRIS SUPER STORES";"29ANBPS3449M1ZD";"0"
"511";"PEARL ELECTRONICS";"CITY MARKET BLDG. OPP.CENTRAL MARKET, MANGALORE";"9880229983";"-";"PEARL ELECTRONICS";"29AFWPD9424NIZJ";"0"
"512";"I J ENTERPRISES";"SHAKTHI NAGAR MANGALORE";"08244113666";"-";"I J ENTERPRISES";"29AAFF15418P1ZS";"0"
"513";"SR GROUPS";"NO.2-42/1/2, SHANTHI NAGAR, KAVOOR POST, MANGALURU";"8867990099";"srgroupskar@gmail.com";"SR GROUPS";"29EBCPS6750L1ZX";"0"
"514";"TEAM ARDOUR";"FRESH TAKES, VI-72/1, PAYYANUR, KANNUR-DIST";"9400206020";"-";"TEAM ARDOUR";"32AANFT8535G1ZX";"0"
"515";"DEEPEE SUPER SHOPPE";"MAIN ROAD,BA ROAD,BANTWAL 574219";"+91 9844171641,74111443641";;"DEEPEE SUPER SHOPPE";"29AAIFD3713D1ZP";"0"
"516";"SHRI RAJARAJESHWARI ENTERPRISES";"KAVOOR, MANGALORE - 575015";"0824-2458963";"-";"SHRI RAJARAJESHWARI ENTERPRISES";"-";"0"
"517";"AMNOORA EXIM (P) LTD ";"BEJAI CHURCH COMPLEX BEJAI MANGALORE";"4119009";"-";"AMNOORA EXIM (P) LTD ";"29AAQCA4381H1Z8";"0"
"518";"SHIFA HOME PRODUCTS";"NO.2/44, GOV JR. COLLEGE ROAD, ADDAGADDE, KADABA T";"9482891156";"-";"SHIFA HOME PRODUCTS";"29BGNPJ7648K1ZJ";"0"
"519";"SAMAGRA MARKETING ";"SHEETAL TOWER, BIBI ALABI ROAD BEHIND LADY GOSCHEN";"8296633048";"0";"SAMAGRA MARKETING";"29AAGFL7072BIZB";"0"
"520";"DEEPA HOME PRODUCTS";"GROUND FLOOR, 2-22/2, PRATHIDWANI COMPLEX, KUNJATH";"9632587328";"-";"DEEPA HOME PRODUCTS";"29CHQPPO405HIZ5";"0"
"521";"SHARDA MARKETING";"D.NO.20-2-195/1, 1ST FLOOR, SUGANDHI BUILDING, AZI";"0824-4255586";"shardamarketing5@gmail.com";"SHARDA MARKETING";"29BCMPS9732G2ZU";"0"
"522";"SAI KRISHNA ENTERPRISES ";"32, D. NO. 275, ADU MAROLI, MAROLI, MANGALORE-5750";"9535625446";"-";"SAI KRISHNA ENTERPRISES ";"29BCCPM6089E1ZB";"0"
"523";"NAVARANG AGENCIES";"N G ROAD ATTAVARA MANGALORE -575001";"9741631626";"-";"NAVARANG AGENCIES";"29AARFN0117G1Z8";"0"
"524";"SRI VEERAHANUMAN TRADING CO";"BUNDER MANGALORE-575001";"0824-2423975";"-";"SRI VEERAHANUMAN TRADING CO";"29ABOPB1013F1Z5";"0"
"525";"SHRI MUKHYAPRANA ENTERPRISES";"61 MPT ROAD, BUNDER, MANGALORE - 575001";"7892812892";"homemaker1941984@gmail.com";"SHRI MUKHYAPRANA ENTERPRISES";"29AHXPN2093A2ZZ";"0"
"526";"BHARATH AGROVET INDUSTRIES";"THENKAYEDAPADAV, SHIBRIKERE MANGALORE-574144";"9483521599";"-";"BHARATH AGROVET INDUSTRIES";"29AAHFB1920B1ZZ";"0"
"527";"SRI MAHALAXMI TRADING CO";"AZIZUDDIN 3RD CROSS ROAD, BUNDER MANGALORE-575001";"9845043857";"vittaldas.n@gmail.com";"SRI MAHALAXMI TRADING CO";"29AHBPN1388C1ZE";"0"
"528";"NEW  SUNDEEP ENTERPRISES";"NO.9 NEW CENTRAL MARKET MANGALORE-575001";"2410976";"-";"NEW  SUNDEEP ENTERPRISES";"29AACFN1804B1ZT";"0"
"529";"MAHAMAYE AGENICIES";"CROSS COMPOUND, BEHIND URWA MARKET, MANGALORE-5750";"9740640136";"-";"MAHAMAYE AGENICIES";"29AAQFM5530P1ZG";"0"
"530";"SHRI SAI DISTRIBUTOR";"NEAR SHAKTHI INDIAN OIL PETROL PUMP, NH-66, HALEAN";"9740551497";"-";"SHRI SAI DISTRIBUTOR";"29CUPPS5351D1Z5";"0"
"531";"SULTHAN FOOD PRODUCTS";"BUILDING NO-1/479D MOGRAL PUTHUR, KASARGOD, KERALA";"04994233118";"-";"SULTHAN FOOD PRODUCTS";"-";"0"
"532";"RUHIS";"FALNIR, Mangaluru, Karnataka 575001";"9141367766";;"RUHIS";"NO";"0"
"533";"GURUDEVA ENTERPRISES";"MANGALORE";"9880878490";"NO";"GURUDEVA ENTERPRISES";"NO";"0"
"534";"A.S HOME PRODUCTS";"SHAKTHINAGAR MANGALORE";"9591431789";"NO";"A.S HOME PRODUCTS";"NO";"0"
"535";"SUHA HOME PRODUCTS";"MANCHILA,ULLAL-575020";"8722801124";"NO";"SUHA HOME PRODUCT";"NO";"0"
"536";"PRABHU HOME PRODUCTS";"S A TEMPLE BUILDING NILESHWALYA, BUNDER MANGALORE";"8242426218";"maharajamasala@2019gmail.com";"PRABHU HOME PRODUCTS";"29AHSPP2623B1Z9";"0"
"537";"MODERN TRADERS";"7-119/7, GROUND FLOOR, SERRAO COTTAGE, KODAKKAL, A";"8970126296";"modernvmg@gmail.com";"MODERN TRADERS";"29ASTPP2060N1ZX";"0"
